0 verbose cli C:\Program Files\nodejs\node.exe C:\Users\Karthik\AppData\Roaming\npm\node_modules\npm\bin\npm-cli.js
1 info using npm@10.9.2
2 info using node@v22.12.0
3 silly config load:file:C:\Users\Karthik\AppData\Roaming\npm\node_modules\npm\npmrc
4 silly config load:file:E:\smartparkingcopy\backend\.npmrc
5 silly config load:file:C:\Users\Karthik\.npmrc
6 silly config load:file:C:\Users\Karthik\AppData\Roaming\npm\etc\npmrc
7 verbose title npm install
8 verbose argv "install" "--cache" "e:\\smartparkingcopy\\.npm-cache"
9 verbose logfile logs-max:10 dir:e:\smartparkingcopy\.npm-cache\_logs\2026-04-09T11_19_59_370Z-
10 verbose logfile e:\smartparkingcopy\.npm-cache\_logs\2026-04-09T11_19_59_370Z-debug-0.log
11 silly logfile done cleaning log files
242 silly tarball no local data for cookie@https://registry.npmjs.org/cookie/-/cookie-0.7.2.tgz. Extracting by manifest.
243 silly tarball no local data for chokidar@https://registry.npmjs.org/chokidar/-/chokidar-3.6.0.tgz. Extracting by manifest.
244 silly tarball no local data for content-type@https://registry.npmjs.org/content-type/-/content-type-1.0.5.tgz. Extracting by manifest.
245 silly tarball no local data for call-bound@https://registry.npmjs.org/call-bound/-/call-bound-1.0.4.tgz. Extracting by manifest.
246 silly tarball no local data for bytes@https://registry.npmjs.org/bytes/-/bytes-3.1.2.tgz. Extracting by manifest.
247 silly tarball no local data for call-bind-apply-helpers@https://registry.npmjs.org/call-bind-apply-helpers/-/call-bind-apply-helpers-1.0.2.tgz. Extracting by manifest.
248 silly tarball no local data for braces@https://registry.npmjs.org/braces/-/braces-3.0.3.tgz. Extracting by manifest.
249 silly tarball no local data for body-parser@https://registry.npmjs.org/body-parser/-/body-parser-2.2.2.tgz. Extracting by manifest.
250 silly tarball no local data for bson@https://registry.npmjs.org/bson/-/bson-7.2.0.tgz. Extracting by manifest.
251 silly tarball no local data for asynckit@https://registry.npmjs.org/asynckit/-/asynckit-0.4.0.tgz. Extracting by manifest.
252 silly tarball no local data for binary-extensions@https://registry.npmjs.org/binary-extensions/-/binary-extensions-2.3.0.tgz. Extracting by manifest.
253 silly tarball no local data for anymatch@https://registry.npmjs.org/anymatch/-/anymatch-3.1.3.tgz. Extracting by manifest.
254 silly tarball no local data for @types/whatwg-url@https://registry.npmjs.org/@types/whatwg-url/-/whatwg-url-13.0.0.tgz. Extracting by manifest.
255 silly tarball no local data for axios@https://registry.npmjs.org/axios/-/axios-1.14.0.tgz. Extracting by manifest.
256 silly tarball no local data for accepts@https://registry.npmjs.org/accepts/-/accepts-2.0.0.tgz. Extracting by manifest.
257 silly tarball no local data for @types/webidl-conversions@https://registry.npmjs.org/@types/webidl-conversions/-/webidl-conversions-7.0.3.tgz. Extracting by manifest.
258 silly tarball no local data for @mongodb-js/saslprep@https://registry.npmjs.org/@mongodb-js/saslprep/-/saslprep-1.4.6.tgz. Extracting by manifest.
259 silly tarball no local data for supports-color@https://registry.npmjs.org/supports-color/-/supports-color-5.5.0.tgz. Extracting by manifest.
260 silly tarball no local data for minimatch@https://registry.npmjs.org/minimatch/-/minimatch-10.2.5.tgz. Extracting by manifest.
261 silly tarball no local data for has-flag@https://registry.npmjs.org/has-flag/-/has-flag-3.0.0.tgz. Extracting by manifest.
262 silly tarball no local data for mime-types@https://registry.npmjs.org/mime-types/-/mime-types-2.1.35.tgz. Extracting by manifest.
263 silly tarball no local data for balanced-match@https://registry.npmjs.org/balanced-match/-/balanced-match-4.0.4.tgz. Extracting by manifest.
264 silly tarball no local data for brace-expansion@https://registry.npmjs.org/brace-expansion/-/brace-expansion-5.0.5.tgz. Extracting by manifest.
265 silly tarball no local data for mime-db@https://registry.npmjs.org/mime-db/-/mime-db-1.52.0.tgz. Extracting by manifest.
266 warn cleanup Failed to remove some directories [
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\accepts',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\accepts'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\accepts'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\asynckit',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\asynckit'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\asynckit'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\anymatch',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\anymatch'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\anymatch'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\axios',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\axios'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\axios'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\binary-extensions',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\binary-extensions'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\binary-extensions'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\body-parser',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\body-parser'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\body-parser'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\braces',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\braces'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\braces'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\bson',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\bson'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\bson'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\bytes',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\bytes'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\bytes'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\call-bind-apply-helpers',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\call-bind-apply-helpers'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\call-bind-apply-helpers'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\combined-stream',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\combined-stream'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\combined-stream'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\call-bound',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\call-bound'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\call-bound'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\chokidar',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\chokidar'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\chokidar'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\content-disposition',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\content-disposition'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\content-disposition'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\content-type',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\content-type'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\content-type'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\cookie-signature',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\cookie-signature'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\cookie-signature'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\cookie',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\cookie'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\cookie'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\cors',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\cors'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\cors'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\delayed-stream',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\delayed-stream'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\delayed-stream'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\debug',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\debug'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\debug'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\dotenv',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\dotenv'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\dotenv'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\depd',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\depd'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\depd'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\dunder-proto',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\dunder-proto'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\dunder-proto'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\ee-first',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\ee-first'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\ee-first'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\encodeurl',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\encodeurl'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\encodeurl'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\es-define-property',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\es-define-property'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\es-define-property'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\es-errors',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\es-errors'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\es-errors'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\es-object-atoms',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\es-object-atoms'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\es-object-atoms'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\es-set-tostringtag',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\es-set-tostringtag'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\es-set-tostringtag'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\escape-html',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\escape-html'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\escape-html'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\express',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\express'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\express'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\fill-range',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\fill-range'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\fill-range'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\etag',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\etag'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\etag'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\forwarded',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\forwarded'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\forwarded'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\finalhandler',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\finalhandler'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\finalhandler'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\follow-redirects',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\follow-redirects'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\follow-redirects'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\fresh',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\fresh'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\fresh'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\fsevents',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\fsevents'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\fsevents'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\function-bind',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\function-bind'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\function-bind'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\get-intrinsic',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\get-intrinsic'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\get-intrinsic'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\get-proto',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\get-proto'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\get-proto'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\glob-parent',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\glob-parent'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\glob-parent'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\gopd',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\gopd'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\gopd'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\has-symbols',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\has-symbols'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\has-symbols'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\has-tostringtag',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\has-tostringtag'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\has-tostringtag'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\hasown',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\hasown'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\hasown'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\http-errors',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\http-errors'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\http-errors'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\iconv-lite',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\iconv-lite'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\iconv-lite'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\ignore-by-default',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\ignore-by-default'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\ignore-by-default'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
266 warn cleanup     '\\\\?\\E:\\smartparkingcopy\\backend\\node_modules\\is-binary-path',
266 warn cleanup     [Error: EPERM: operation not permitted, rmdir 'E:\smartparkingcopy\backend\node_modules\is-binary-path'] {
266 warn cleanup       errno: -4048,
266 warn cleanup       code: 'EPERM',
266 warn cleanup       syscall: 'rmdir',
266 warn cleanup       path: 'E:\\smartparkingcopy\\backend\\node_modules\\is-binary-path'
266 warn cleanup     }
266 warn cleanup   ],
266 warn cleanup   [
